AverageRateBlockedDefTent__c,AverageRateBlockedDef__c,AverageRateBlockedTent__c,BlockedDefinite__c,BlockedDefTent__c,BlockedProspect__c,BlockedTentative__c,BudgetedRate__c,BudgetedRooms__c,DailyRoomInventory__c,EffectiveDateString__c,EffectiveDate__c,ExternalId__c,ForecastedOccupancy__c,GroupAvailable__c,GuestroomType__c,IsRunOfHouse__c,Location__c,MinimumAcceptableRate__c,Name,NIHRMMigrations_ExternalID__c,OccupancyPercentage__c,OutOfService__c,PhysicalRoomInventory__c,PMSOnlyTransient__c,RackRate__c,RevenueBlockedDef__c,RevenueBlockedTent__c,RevenueDefTent__c,RoomTypeAvailable__c,SourceSystemExternalId__c,TotalAverageRateBlockedDefTent__c,TotalAverageRateBlockedDef__c,TotalAverageRateBlockedTent__c,TotalBlockedDefinite__c,TotalBlockedDefTent__c,TotalBlockedProspect__c,TotalBlockedTentative__c,TotalDailyRoomInventory__c,TotalForecastedOccupancy__c,TotalGroupAvailable__c,TotalGroupCeiling__c,TotalOccupancyPercentage__c,TotalOutOfService__c,TotalPhysicalRoomInventory__c,TotalRevenueBlockedDef__c,TotalRevenueBlockedTent__c,TotalRevenueDefTent__c,TotalRoomTypeAvailable__c,TotalTransientProtected__c,TotalTransientSold__c,TransientProtectedRemaining__c,TransientProtected__c,TransientSold__c,UniqueExternalId__c 
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-01,2026-09-01,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/1/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-02,2026-09-02,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/2/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-03,2026-09-03,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/3/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-04,2026-09-04,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/4/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-05,2026-09-05,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/5/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-06,2026-09-06,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/6/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-07,2026-09-07,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/7/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-08,2026-09-08,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/8/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-09,2026-09-09,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/9/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-10,2026-09-10,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/10/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-11,2026-09-11,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/11/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-12,2026-09-12,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/12/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-13,2026-09-13,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/13/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-14,2026-09-14,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/14/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-15,2026-09-15,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/15/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-16,2026-09-16,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/16/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-17,2026-09-17,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/17/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-18,2026-09-18,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/18/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-19,2026-09-19,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/19/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-20,2026-09-20,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/20/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-21,2026-09-21,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/21/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-22,2026-09-22,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/22/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-23,2026-09-23,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/23/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-24,2026-09-24,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/24/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-25,2026-09-25,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/25/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-26,2026-09-26,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/26/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-27,2026-09-27,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/27/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-28,2026-09-28,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/28/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-29,2026-09-29,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/29/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-09-30,2026-09-30,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 9/30/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-01,2026-10-01,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/1/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-02,2026-10-02,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/2/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-03,2026-10-03,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/3/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-04,2026-10-04,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/4/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-05,2026-10-05,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/5/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-06,2026-10-06,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/6/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-07,2026-10-07,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/7/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-08,2026-10-08,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/8/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-09,2026-10-09,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/9/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-10,2026-10-10,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/10/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-11,2026-10-11,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/11/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-12,2026-10-12,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/12/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-13,2026-10-13,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/13/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-14,2026-10-14,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/14/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-15,2026-10-15,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/15/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-16,2026-10-16,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/16/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-17,2026-10-17,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/17/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-18,2026-10-18,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/18/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-19,2026-10-19,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/19/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-20,2026-10-20,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/20/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-21,2026-10-21,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/21/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-22,2026-10-22,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/22/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-23,2026-10-23,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/23/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-24,2026-10-24,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/24/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-25,2026-10-25,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/25/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-26,2026-10-26,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/26/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-27,2026-10-27,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/27/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-28,2026-10-28,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/28/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-29,2026-10-29,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/29/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-30,2026-10-30,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/30/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-10-31,2026-10-31,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 10/31/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-11-01,2026-11-01,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 11/1/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-11-02,2026-11-02,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 11/2/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-11-03,2026-11-03,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 11/3/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-11-04,2026-11-04,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 11/4/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-11-05,2026-11-05,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 11/5/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,2026-11-06,2026-11-06,,0.0,100.0,a4CKa000000m2bcMAA,false,a47Ka000000lhMlIAI,,Standard: 11/6/2026,,0.0,,100.0,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
