Id,BlockedDefinite__c,GroupAvailable__c
a4JKa000000kS5PMAU,30,20
a4JKa000000kS5QMAU,25,25
a4JKa000000kS5RMAU,5,45
a4JKa000000kS5SMAU,35,15
a4JKa000000kS5TMAU,45,5
a4JKa000000kS5UMAU,25,25
a4JKa000000kS5VMAU,15,35
a4JKa000000kS5WMAU,45,5
a4JKa000000kS5XMAU,30,20
a4JKa000000kS5YMAU,5,45
a4JKa000000kS5ZMAU,45,5
a4JKa000000kS5aMAE,10,40
a4JKa000000kS5bMAE,30,20
a4JKa000000kS5cMAE,5,45
a4JKa000000kS5dMAE,35,15
a4JKa000000kS5eMAE,35,15
a4JKa000000kS5fMAE,15,35
a4JKa000000kS5gMAE,5,45
a4JKa000000kS5hMAE,10,40
a4JKa000000kS5iMAE,35,15
a4JKa000000kS5jMAE,10,40
a4JKa000000kS5kMAE,30,20
a4JKa000000kS5lMAE,5,45
a4JKa000000kS5mMAE,40,10
a4JKa000000kS5nMAE,20,30
a4JKa000000kS5oMAE,25,25
a4JKa000000kS5pMAE,10,40
a4JKa000000kS5qMAE,35,15
a4JKa000000kS5rMAE,40,10
a4JKa000000kS5sMAE,5,45
a4JKa000000kS5tMAE,25,25
a4JKa000000kS5uMAE,15,35
a4JKa000000kS5vMAE,15,35
a4JKa000000kS5wMAE,5,45
a4JKa000000kS5xMAE,20,30
a4JKa000000kS5yMAE,15,35
a4JKa000000kS5zMAE,45,5
a4JKa000000kS60MAE,10,40
a4JKa000000kS61MAE,35,15
a4JKa000000kS62MAE,35,15
a4JKa000000kS63MAE,40,10
a4JKa000000kS64MAE,30,20
a4JKa000000kS65MAE,45,5
a4JKa000000kS66MAE,45,5
a4JKa000000kS67MAE,30,20
a4JKa000000kS68MAE,45,5
a4JKa000000kS69MAE,15,35
a4JKa000000kS6AMAU,5,45
a4JKa000000kS6BMAU,10,40
a4JKa000000kS6CMAU,35,15
a4JKa000000kS6DMAU,30,20
a4JKa000000kS6EMAU,25,25
a4JKa000000kS6FMAU,45,5
a4JKa000000kS6GMAU,15,35
a4JKa000000kS6HMAU,40,10
a4JKa000000kS6IMAU,20,30
a4JKa000000kS6JMAU,25,25
a4JKa000000kS6KMAU,30,20
a4JKa000000kS6LMAU,35,15
a4JKa000000kS6MMAU,15,35
a4JKa000000kS6NMAU,20,30
a4JKa000000kS6OMAU,35,15
a4JKa000000kS6PMAU,10,40
a4JKa000000kS6QMAU,10,40
a4JKa000000kS6RMAU,5,45
a4JKa000000kS6SMAU,35,15
a4JKa000000kS6TMAU,25,25
a4JKa000000kS6UMAU,25,25
a4JKa000000kS6VMAU,35,15
a4JKa000000kS6WMAU,35,15
a4JKa000000kS6XMAU,15,35
a4JKa000000kS6YMAU,30,20
a4JKa000000kS6ZMAU,45,5
a4JKa000000kS6aMAE,20,30
a4JKa000000kS6bMAE,20,30
a4JKa000000kS6cMAE,35,15
a4JKa000000kS6dMAE,45,5
a4JKa000000kS6eMAE,25,25
a4JKa000000kS6fMAE,20,30
a4JKa000000kS6gMAE,10,40
a4JKa000000kS6hMAE,10,40
a4JKa000000kS6iMAE,30,20
a4JKa000000kS6jMAE,20,30
a4JKa000000kS6kMAE,20,30
a4JKa000000kS6lMAE,20,30
a4JKa000000kS6mMAE,20,30
a4JKa000000kS6nMAE,20,30
a4JKa000000kS6oMAE,25,25
a4JKa000000kS6pMAE,10,40
a4JKa000000kS6qMAE,25,25
a4JKa000000kS6rMAE,10,40
a4JKa000000kS6sMAE,40,10
a4JKa000000kS6tMAE,5,45
a4JKa000000kS6uMAE,20,30
a4JKa000000kS6vMAE,35,15
a4JKa000000kS6wMAE,25,25
a4JKa000000kS6xMAE,45,5
a4JKa000000kS6yMAE,30,20
a4JKa000000kS6zMAE,5,45
a4JKa000000kS70MAE,15,35
a4JKa000000kS71MAE,15,35
a4JKa000000kS72MAE,30,20
a4JKa000000kS73MAE,5,45
a4JKa000000kS74MAE,5,45
a4JKa000000kS75MAE,45,5
a4JKa000000kS76MAE,20,30
a4JKa000000kS77MAE,25,25
a4JKa000000kS78MAE,40,10
a4JKa000000kS79MAE,10,40
a4JKa000000kS7AMAU,30,20
a4JKa000000kS7BMAU,30,20
a4JKa000000kS7CMAU,5,45
a4JKa000000kS7DMAU,35,15
a4JKa000000kS7EMAU,30,20
a4JKa000000kS7FMAU,30,20
a4JKa000000kS7GMAU,15,35
a4JKa000000kS7HMAU,15,35
a4JKa000000kS7IMAU,40,10
a4JKa000000kS7JMAU,5,45
a4JKa000000kS7KMAU,35,15
a4JKa000000kS7LMAU,20,30
a4JKa000000kS7MMAU,45,5
a4JKa000000kS7NMAU,40,10
a4JKa000000kS7OMAU,45,5
a4JKa000000kS7PMAU,35,15
a4JKa000000kS7QMAU,45,5
a4JKa000000kS7RMAU,35,15
a4JKa000000kS7SMAU,30,20
a4JKa000000kS7TMAU,25,25
a4JKa000000kS7UMAU,15,35
a4JKa000000kS7VMAU,20,30
a4JKa000000kS7WMAU,10,40
a4JKa000000kS7XMAU,10,40
a4JKa000000kS7YMAU,35,15
a4JKa000000kS7ZMAU,45,5
a4JKa000000kS7aMAE,5,45
a4JKa000000kS7bMAE,15,35
a4JKa000000kS7cMAE,25,25
a4JKa000000kS7dMAE,15,35
a4JKa000000kS7eMAE,10,40
a4JKa000000kS7fMAE,25,25
a4JKa000000kS7gMAE,5,45
a4JKa000000kS7hMAE,35,15
a4JKa000000kS7iMAE,30,20
a4JKa000000kS7jMAE,20,30
a4JKa000000kS7kMAE,15,35
a4JKa000000kS7lMAE,10,40
a4JKa000000kS7mMAE,15,35
a4JKa000000kS7nMAE,20,30
a4JKa000000kS7oMAE,35,15
a4JKa000000kS7pMAE,25,25
a4JKa000000kS7qMAE,45,5
a4JKa000000kS7rMAE,15,35
a4JKa000000kS7sMAE,40,10
a4JKa000000kS7tMAE,10,40
a4JKa000000kS7uMAE,15,35
a4JKa000000kS7vMAE,15,35
a4JKa000000kS7wMAE,5,45
a4JKa000000kS7xMAE,5,45
a4JKa000000kS7yMAE,30,20
a4JKa000000kS7zMAE,30,20
a4JKa000000kS80MAE,35,15
a4JKa000000kS81MAE,35,15
a4JKa000000kS82MAE,10,40
a4JKa000000kS83MAE,35,15
a4JKa000000kS84MAE,25,25
a4JKa000000kS85MAE,5,45
a4JKa000000kS86MAE,10,40
a4JKa000000kS87MAE,5,45
a4JKa000000kS88MAE,10,40
a4JKa000000kS89MAE,35,15
a4JKa000000kS8AMAU,15,35
a4JKa000000kS8BMAU,35,15
a4JKa000000kS8CMAU,15,35
a4JKa000000kS8DMAU,45,5
a4JKa000000kS8EMAU,30,20
a4JKa000000kS8FMAU,35,15
a4JKa000000kS8GMAU,45,5
a4JKa000000kS8HMAU,30,20
a4JKa000000kS8IMAU,35,15
a4JKa000000kS8JMAU,30,20
a4JKa000000kS8KMAU,45,5
a4JKa000000kS8LMAU,5,45
a4JKa000000kS8MMAU,15,35
a4JKa000000kS8NMAU,40,10
a4JKa000000kS8OMAU,25,25
a4JKa000000kS8PMAU,15,35
a4JKa000000kS8QMAU,5,45
a4JKa000000kS8RMAU,5,45
a4JKa000000kS8SMAU,40,10
a4JKa000000kS8TMAU,5,45
a4JKa000000kS8UMAU,20,30
a4JKa000000kS8VMAU,15,35
a4JKa000000kS8WMAU,15,35
a4JKa000000kS8XMAU,25,25
a4JKa000000kS8YMAU,25,25
a4JKa000000kS8ZMAU,35,15
a4JKa000000kS8aMAE,25,25
a4JKa000000kS8bMAE,40,10
a4JKa000000kS8cMAE,25,25
a4JKa000000kS8dMAE,20,30
a4JKa000000kS8eMAE,15,35
a4JKa000000kS8fMAE,40,10
a4JKa000000kS8gMAE,40,10
a4JKa000000kS8hMAE,25,25
a4JKa000000kS8iMAE,35,15
a4JKa000000kS8jMAE,45,5
a4JKa000000kS8kMAE,15,35
a4JKa000000kS8lMAE,35,15
a4JKa000000kS8mMAE,40,10
a4JKa000000kS8nMAE,15,35
a4JKa000000kS8oMAE,10,40
a4JKa000000kS8pMAE,15,35
a4JKa000000kS8qMAE,20,30
a4JKa000000kS8rMAE,40,10
a4JKa000000kS8sMAE,15,35
a4JKa000000kS8tMAE,25,25
a4JKa000000kS8uMAE,5,45
a4JKa000000kS8vMAE,20,30
a4JKa000000kS8wMAE,25,25
a4JKa000000kS8xMAE,15,35
a4JKa000000kS8yMAE,15,35
a4JKa000000kS8zMAE,35,15
a4JKa000000kS90MAE,30,20
a4JKa000000kS91MAE,35,15
a4JKa000000kS92MAE,15,35
a4JKa000000kS93MAE,45,5
a4JKa000000kS94MAE,35,15
a4JKa000000kS95MAE,30,20
a4JKa000000kS96MAE,35,15
a4JKa000000kS97MAE,10,40
a4JKa000000kS98MAE,30,20
a4JKa000000kS99MAE,30,20
a4JKa000000kS9AMAU,40,10
a4JKa000000kS9BMAU,40,10
a4JKa000000kS9CMAU,10,40
a4JKa000000kS9DMAU,10,40
a4JKa000000kS9EMAU,35,15
a4JKa000000kS9FMAU,45,5
a4JKa000000kS9GMAU,5,45
a4JKa000000kS9HMAU,20,30
a4JKa000000kS9IMAU,15,35
a4JKa000000kS9JMAU,45,5
a4JKa000000kS9KMAU,5,45
a4JKa000000kS9LMAU,30,20
a4JKa000000kS9MMAU,5,45
a4JKa000000kS9NMAU,15,35
a4JKa000000kS9OMAU,40,10
a4JKa000000kS9PMAU,20,30
a4JKa000000kS9QMAU,5,45
a4JKa000000kS9RMAU,10,40
a4JKa000000kS9SMAU,5,45
a4JKa000000kS9TMAU,10,40
a4JKa000000kS9UMAU,40,10
a4JKa000000kS9VMAU,5,45
a4JKa000000kS9WMAU,45,5
a4JKa000000kS9XMAU,15,35
a4JKa000000kS9YMAU,5,45
a4JKa000000kS9ZMAU,40,10
a4JKa000000kS9aMAE,25,25
a4JKa000000kS9bMAE,5,45
a4JKa000000kS9cMAE,25,25
a4JKa000000kS9dMAE,40,10
a4JKa000000kS9eMAE,5,45
a4JKa000000kS9fMAE,5,45
a4JKa000000kS9gMAE,5,45
a4JKa000000kS9hMAE,20,30
a4JKa000000kS9iMAE,35,15
a4JKa000000kS9jMAE,10,40
a4JKa000000kS9kMAE,35,15
a4JKa000000kS9lMAE,35,15
a4JKa000000kS9mMAE,25,25
a4JKa000000kS9nMAE,40,10
a4JKa000000kS9oMAE,30,20
a4JKa000000kS9pMAE,30,20
a4JKa000000kS9qMAE,10,40
a4JKa000000kS9rMAE,15,35
a4JKa000000kS9sMAE,25,25
a4JKa000000kS9tMAE,5,45
a4JKa000000kS9uMAE,20,30
a4JKa000000kS9vMAE,45,5
a4JKa000000kS9wMAE,20,30
a4JKa000000kS9xMAE,40,10
a4JKa000000kS9yMAE,30,20
a4JKa000000kS9zMAE,15,35
a4JKa000000kSA0MAM,30,20
a4JKa000000kSA1MAM,15,35
a4JKa000000kSA2MAM,10,40
a4JKa000000kSA3MAM,35,15
a4JKa000000kSA4MAM,25,25
a4JKa000000kSA5MAM,5,45
a4JKa000000kSA6MAM,30,20
a4JKa000000kSA7MAM,5,45
a4JKa000000kSA8MAM,45,5
a4JKa000000kSA9MAM,35,15
a4JKa000000kSAAMA2,15,35
a4JKa000000kSABMA2,20,30
a4JKa000000kSACMA2,45,5
a4JKa000000kSADMA2,20,30
a4JKa000000kSAEMA2,5,45
a4JKa000000kSAFMA2,40,10
a4JKa000000kSAGMA2,20,30
a4JKa000000kSAHMA2,35,15
a4JKa000000kSAIMA2,45,5
a4JKa000000kSAJMA2,20,30
a4JKa000000kSAKMA2,35,15
a4JKa000000kSALMA2,35,15
a4JKa000000kSAMMA2,45,5
a4JKa000000kSANMA2,10,40
a4JKa000000kSAOMA2,5,45
a4JKa000000kSAPMA2,5,45
a4JKa000000kSAQMA2,25,35
a4JKa000000kSARMA2,40,20
a4JKa000000kSASMA2,50,10
a4JKa000000kSATMA2,45,15
a4JKa000000kSAUMA2,30,30
a4JKa000000kSAVMA2,20,40
a4JKa000000kSAWMA2,40,20
a4JKa000000kSAXMA2,30,30
a4JKa000000kSAYMA2,5,55
a4JKa000000kSAZMA2,5,55
a4JKa000000kSAaMAM,30,30
a4JKa000000kSAbMAM,50,10
a4JKa000000kSAcMAM,5,55
a4JKa000000kSAdMAM,15,45
a4JKa000000kSAeMAM,25,35
a4JKa000000kSAfMAM,5,55
a4JKa000000kSAgMAM,40,20
a4JKa000000kSAhMAM,10,50
a4JKa000000kSAiMAM,50,10
a4JKa000000kSAjMAM,30,30
a4JKa000000kSAkMAM,40,20
a4JKa000000kSAlMAM,15,45
a4JKa000000kSAmMAM,25,35
a4JKa000000kSAnMAM,50,10
a4JKa000000kSAoMAM,40,20
a4JKa000000kSApMAM,30,30
a4JKa000000kSAqMAM,40,20
a4JKa000000kSArMAM,20,40
a4JKa000000kSAsMAM,45,15
a4JKa000000kSAtMAM,15,45
a4JKa000000kSAuMAM,35,25
a4JKa000000kSAvMAM,35,25
a4JKa000000kSAwMAM,30,30
a4JKa000000kSAxMAM,40,20
a4JKa000000kSAyMAM,50,10
a4JKa000000kSAzMAM,50,10
a4JKa000000kSB0MAM,50,10
a4JKa000000kSB1MAM,40,20
a4JKa000000kSB2MAM,5,55
a4JKa000000kSB3MAM,5,55
a4JKa000000kSB4MAM,10,50
a4JKa000000kSB5MAM,40,20
a4JKa000000kSB6MAM,45,15
a4JKa000000kSB7MAM,30,30
a4JKa000000kSB8MAM,25,35
a4JKa000000kSB9MAM,25,35
a4JKa000000kSBAMA2,25,35
a4JKa000000kSBBMA2,40,20
a4JKa000000kSBCMA2,5,55
a4JKa000000kSBDMA2,15,45
a4JKa000000kSBEMA2,40,20
a4JKa000000kSBFMA2,20,40
a4JKa000000kSBGMA2,5,55
a4JKa000000kSBHMA2,35,25
a4JKa000000kSBIMA2,5,55
a4JKa000000kSBJMA2,45,15
a4JKa000000kSBKMA2,35,25
a4JKa000000kSBLMA2,45,15
a4JKa000000kSBMMA2,20,40
a4JKa000000kSBNMA2,10,50
a4JKa000000kSBOMA2,25,35
a4JKa000000kSBPMA2,10,50
a4JKa000000kSBQMA2,5,55
a4JKa000000kSBRMA2,50,10
a4JKa000000kSBSMA2,20,40
a4JKa000000kSBTMA2,35,25
a4JKa000000kSBUMA2,10,50
a4JKa000000kSBVMA2,30,30
a4JKa000000kSBWMA2,25,35
a4JKa000000kSBXMA2,25,35
a4JKa000000kSBYMA2,40,20
a4JKa000000kSBZMA2,10,50
a4JKa000000kSBaMAM,40,20
a4JKa000000kSBbMAM,50,10
a4JKa000000kSBcMAM,40,20
a4JKa000000kSBdMAM,40,20
a4JKa000000kSBeMAM,45,15
a4JKa000000kSBfMAM,20,40
a4JKa000000kSBgMAM,10,50
a4JKa000000kSBhMAM,10,50
a4JKa000000kSBiMAM,5,55
a4JKa000000kSBjMAM,20,40
a4JKa000000kSBkMAM,15,45
a4JKa000000kSBlMAM,30,30
a4JKa000000kSBmMAM,35,25
a4JKa000000kSBnMAM,10,50
a4JKa000000kSBoMAM,50,10
a4JKa000000kSBpMAM,50,10
a4JKa000000kSBqMAM,40,20
a4JKa000000kSBrMAM,20,40
a4JKa000000kSBsMAM,35,25
a4JKa000000kSBtMAM,15,45
a4JKa000000kSBuMAM,5,55
a4JKa000000kSBvMAM,25,35
a4JKa000000kSBwMAM,50,10
a4JKa000000kSBxMAM,40,20
a4JKa000000kSByMAM,20,40
a4JKa000000kSBzMAM,20,40
a4JKa000000kSC0MAM,30,30
a4JKa000000kSC1MAM,5,55
a4JKa000000kSC2MAM,40,20
a4JKa000000kSC3MAM,5,55
a4JKa000000kSC4MAM,35,25
a4JKa000000kSC5MAM,50,10
a4JKa000000kSC6MAM,40,20
a4JKa000000kSC7MAM,15,45
a4JKa000000kSC8MAM,30,30
a4JKa000000kSC9MAM,20,40
a4JKa000000kSCAMA2,45,15
a4JKa000000kSCBMA2,5,55
a4JKa000000kSCCMA2,30,30
a4JKa000000kSCDMA2,15,45
a4JKa000000kSCEMA2,45,15
a4JKa000000kSCFMA2,35,25
a4JKa000000kSCGMA2,20,40
a4JKa000000kSCHMA2,25,35
a4JKa000000kSCIMA2,45,15
a4JKa000000kSCJMA2,45,15
a4JKa000000kSCKMA2,35,25
a4JKa000000kSCLMA2,50,10
a4JKa000000kSCMMA2,50,10
a4JKa000000kSCNMA2,25,35
a4JKa000000kSCOMA2,50,10
a4JKa000000kSCPMA2,25,35
a4JKa000000kSCQMA2,35,25
a4JKa000000kSCRMA2,15,45
a4JKa000000kSCSMA2,15,45
a4JKa000000kSCTMA2,15,45
a4JKa000000kSCUMA2,50,10
a4JKa000000kSCVMA2,40,20
a4JKa000000kSCWMA2,40,20
a4JKa000000kSCXMA2,30,30
a4JKa000000kSCYMA2,30,30
a4JKa000000kSCZMA2,50,10
a4JKa000000kSCaMAM,5,55
a4JKa000000kSCbMAM,5,55
a4JKa000000kSCcMAM,45,15
a4JKa000000kSCdMAM,15,45
a4JKa000000kSCeMAM,40,20
a4JKa000000kSCfMAM,5,55
a4JKa000000kSCgMAM,40,20
a4JKa000000kSChMAM,25,35
a4JKa000000kSCiMAM,20,40
a4JKa000000kSCjMAM,30,30
a4JKa000000kSCkMAM,45,15
a4JKa000000kSClMAM,40,20
a4JKa000000kSCmMAM,50,10
a4JKa000000kSCnMAM,5,55
a4JKa000000kSCoMAM,35,25
a4JKa000000kSCpMAM,20,40
a4JKa000000kSCqMAM,50,10
a4JKa000000kSCrMAM,45,15
a4JKa000000kSCsMAM,20,40
a4JKa000000kSCtMAM,25,35
a4JKa000000kSCuMAM,45,15
a4JKa000000kSCvMAM,30,30
a4JKa000000kSCwMAM,25,35
a4JKa000000kSCxMAM,25,35
a4JKa000000kSCyMAM,15,45
a4JKa000000kSCzMAM,50,10
a4JKa000000kSD0MAM,15,45
a4JKa000000kSD1MAM,15,45
a4JKa000000kSD2MAM,15,45
a4JKa000000kSD3MAM,30,30
a4JKa000000kSD4MAM,10,50
a4JKa000000kSD5MAM,35,25
a4JKa000000kSD6MAM,35,25
a4JKa000000kSD7MAM,30,30
a4JKa000000kSD8MAM,40,20
a4JKa000000kSD9MAM,35,25
a4JKa000000kSDAMA2,25,35
a4JKa000000kSDBMA2,10,50
a4JKa000000kSDCMA2,45,15
a4JKa000000kSDDMA2,50,10
a4JKa000000kSDEMA2,50,10
a4JKa000000kSDFMA2,45,15
a4JKa000000kSDGMA2,5,55
a4JKa000000kSDHMA2,20,40
a4JKa000000kSDIMA2,15,45
a4JKa000000kSDJMA2,5,55
a4JKa000000kSDKMA2,45,15
a4JKa000000kSDLMA2,40,20
a4JKa000000kSDMMA2,20,40
a4JKa000000kSDNMA2,10,50
a4JKa000000kSDOMA2,35,25
a4JKa000000kSDPMA2,5,55
a4JKa000000kSDQMA2,20,40
a4JKa000000kSDRMA2,20,40
a4JKa000000kSDSMA2,45,15
a4JKa000000kSDTMA2,40,20
a4JKa000000kSDUMA2,5,55
a4JKa000000kSDVMA2,40,20
a4JKa000000kSDWMA2,30,30
a4JKa000000kSDXMA2,50,10
a4JKa000000kSDYMA2,25,35
a4JKa000000kSDZMA2,5,55
a4JKa000000kSDaMAM,15,45
a4JKa000000kSDbMAM,10,50
a4JKa000000kSDcMAM,25,35
a4JKa000000kSDdMAM,20,40
a4JKa000000kSDeMAM,5,55
a4JKa000000kSDfMAM,50,10
a4JKa000000kSDgMAM,30,30
a4JKa000000kSDhMAM,25,35
a4JKa000000kSDiMAM,25,35
a4JKa000000kSDjMAM,5,55
a4JKa000000kSDkMAM,20,40
a4JKa000000kSDlMAM,40,20
a4JKa000000kSDmMAM,40,20
a4JKa000000kSDnMAM,20,40
a4JKa000000kSDoMAM,25,35
a4JKa000000kSDpMAM,45,15
a4JKa000000kSDqMAM,20,40
a4JKa000000kSDrMAM,35,25
a4JKa000000kSDsMAM,35,25
a4JKa000000kSDtMAM,20,40
a4JKa000000kSDuMAM,45,15
a4JKa000000kSDvMAM,50,10
a4JKa000000kSDwMAM,50,10
a4JKa000000kSDxMAM,30,30
a4JKa000000kSDyMAM,45,15
a4JKa000000kSDzMAM,35,25
a4JKa000000kSE0MAM,25,35
a4JKa000000kSE1MAM,20,40
a4JKa000000kSE2MAM,5,55
a4JKa000000kSE3MAM,15,45
a4JKa000000kSE4MAM,30,30
a4JKa000000kSE5MAM,30,30
a4JKa000000kSE6MAM,10,50
a4JKa000000kSE7MAM,45,15
a4JKa000000kSE8MAM,45,15
a4JKa000000kSE9MAM,5,55
a4JKa000000kSEAMA2,25,35
a4JKa000000kSEBMA2,10,50
a4JKa000000kSECMA2,10,50
a4JKa000000kSEDMA2,50,10
a4JKa000000kSEEMA2,30,30
a4JKa000000kSEFMA2,45,15
a4JKa000000kSEGMA2,50,10
a4JKa000000kSEHMA2,50,10
a4JKa000000kSEIMA2,50,10
a4JKa000000kSEJMA2,15,45
a4JKa000000kSEKMA2,50,10
a4JKa000000kSELMA2,5,55
a4JKa000000kSEMMA2,40,20
a4JKa000000kSENMA2,20,40
a4JKa000000kSEOMA2,30,30
a4JKa000000kSEPMA2,30,30
a4JKa000000kSEQMA2,45,15
a4JKa000000kSERMA2,30,30
a4JKa000000kSESMA2,50,10
a4JKa000000kSETMA2,35,25
a4JKa000000kSEUMA2,15,45
a4JKa000000kSEVMA2,35,25
a4JKa000000kSEWMA2,5,55
a4JKa000000kSEXMA2,10,50
a4JKa000000kSEYMA2,25,35
a4JKa000000kSEZMA2,40,20
a4JKa000000kSEaMAM,25,35
a4JKa000000kSEbMAM,25,35
a4JKa000000kSEcMAM,15,45
a4JKa000000kSEdMAM,40,20
a4JKa000000kSEeMAM,5,55
a4JKa000000kSEfMAM,45,15
a4JKa000000kSEgMAM,40,20
a4JKa000000kSEhMAM,30,30
a4JKa000000kSEiMAM,25,35
a4JKa000000kSEjMAM,5,55
a4JKa000000kSEkMAM,5,55
a4JKa000000kSElMAM,25,35
a4JKa000000kSEmMAM,40,20
a4JKa000000kSEnMAM,10,50
a4JKa000000kSEoMAM,50,10
a4JKa000000kSEpMAM,50,10
a4JKa000000kSEqMAM,30,30
a4JKa000000kSErMAM,25,35
a4JKa000000kSEsMAM,35,25
a4JKa000000kSEtMAM,30,30
a4JKa000000kSEuMAM,20,40
a4JKa000000kSEvMAM,5,55
a4JKa000000kSEwMAM,30,30
a4JKa000000kSExMAM,10,50
a4JKa000000kSEyMAM,20,40
a4JKa000000kSEzMAM,20,40
a4JKa000000kSF0MAM,10,50
a4JKa000000kSF1MAM,20,40
a4JKa000000kSF2MAM,45,15
a4JKa000000kSF3MAM,50,10
a4JKa000000kSF4MAM,45,15
a4JKa000000kSF5MAM,40,20
a4JKa000000kSF6MAM,25,35
a4JKa000000kSF7MAM,20,40
a4JKa000000kSF8MAM,25,35
a4JKa000000kSF9MAM,50,10
a4JKa000000kSFAMA2,45,15
a4JKa000000kSFBMA2,5,55
a4JKa000000kSFCMA2,50,10
a4JKa000000kSFDMA2,50,10
a4JKa000000kSFEMA2,45,15
a4JKa000000kSFFMA2,45,15
a4JKa000000kSFGMA2,10,50
a4JKa000000kSFHMA2,40,20
a4JKa000000kSFIMA2,10,50
a4JKa000000kSFJMA2,50,10
a4JKa000000kSFKMA2,40,20
a4JKa000000kSFLMA2,25,35
a4JKa000000kSFMMA2,50,10
a4JKa000000kSFNMA2,15,45
a4JKa000000kSFOMA2,35,25
a4JKa000000kSFPMA2,25,35
a4JKa000000kSFQMA2,25,35
a4JKa000000kSFRMA2,25,35
a4JKa000000kSFSMA2,40,20
a4JKa000000kSFTMA2,40,20
a4JKa000000kSFUMA2,15,45
a4JKa000000kSFVMA2,5,55
a4JKa000000kSFWMA2,45,15
a4JKa000000kSFXMA2,35,25
a4JKa000000kSFYMA2,5,55
a4JKa000000kSFZMA2,20,40
a4JKa000000kSFaMAM,15,45
a4JKa000000kSFbMAM,20,40
a4JKa000000kSFcMAM,35,25
a4JKa000000kSFdMAM,40,20
a4JKa000000kSFeMAM,35,25
a4JKa000000kSFfMAM,35,25
a4JKa000000kSFgMAM,10,50
a4JKa000000kSFhMAM,45,15
a4JKa000000kSFiMAM,10,50
a4JKa000000kSFjMAM,20,40
a4JKa000000kSFkMAM,45,15
a4JKa000000kSFlMAM,50,10
a4JKa000000kSFmMAM,5,55
a4JKa000000kSFnMAM,35,25
a4JKa000000kSFoMAM,45,15
a4JKa000000kSFpMAM,40,20
a4JKa000000kSFqMAM,40,20
a4JKa000000kSFrMAM,25,35
a4JKa000000kSFsMAM,15,45
a4JKa000000kSFtMAM,25,35
a4JKa000000kSFuMAM,40,20
a4JKa000000kSFvMAM,50,10
a4JKa000000kSFwMAM,45,15
a4JKa000000kSFxMAM,25,35
a4JKa000000kSFyMAM,10,50
a4JKa000000kSFzMAM,40,20
a4JKa000000kSG0MAM,40,20
a4JKa000000kSG1MAM,40,20
a4JKa000000kSG2MAM,30,30
a4JKa000000kSG3MAM,15,45
a4JKa000000kSG4MAM,20,20
a4JKa000000kSG5MAM,30,10
a4JKa000000kSG6MAM,25,15
a4JKa000000kSG7MAM,5,35
a4JKa000000kSG8MAM,30,10
a4JKa000000kSG9MAM,20,20
a4JKa000000kSGAMA2,30,10
a4JKa000000kSGBMA2,10,30
a4JKa000000kSGCMA2,15,25
a4JKa000000kSGDMA2,35,5
a4JKa000000kSGEMA2,25,15
a4JKa000000kSGFMA2,35,5
a4JKa000000kSGGMA2,30,10
a4JKa000000kSGHMA2,10,30
a4JKa000000kSGIMA2,5,35
a4JKa000000kSGJMA2,20,20
a4JKa000000kSGKMA2,5,35
a4JKa000000kSGLMA2,5,35
a4JKa000000kSGMMA2,20,20
a4JKa000000kSGNMA2,5,35
a4JKa000000kSGOMA2,35,5
a4JKa000000kSGPMA2,25,15
a4JKa000000kSGQMA2,5,35
a4JKa000000kSGRMA2,5,35
a4JKa000000kSGSMA2,20,20
a4JKa000000kSGTMA2,25,15
a4JKa000000kSGUMA2,35,5
a4JKa000000kSGVMA2,25,15
a4JKa000000kSGWMA2,20,20
a4JKa000000kSGXMA2,35,5
a4JKa000000kSGYMA2,5,35
a4JKa000000kSGZMA2,15,25
a4JKa000000kSGaMAM,35,5
a4JKa000000kSGbMAM,10,30
a4JKa000000kSGcMAM,10,30
a4JKa000000kSGdMAM,20,20
a4JKa000000kSGeMAM,30,10
a4JKa000000kSGfMAM,15,25
a4JKa000000kSGgMAM,30,10
a4JKa000000kSGhMAM,15,25
a4JKa000000kSGiMAM,5,35
a4JKa000000kSGjMAM,30,10
a4JKa000000kSGkMAM,20,20
a4JKa000000kSGlMAM,15,25
a4JKa000000kSGmMAM,15,25
a4JKa000000kSGnMAM,10,30
a4JKa000000kSGoMAM,5,35
a4JKa000000kSGpMAM,10,30
a4JKa000000kSGqMAM,10,30
a4JKa000000kSGrMAM,10,30
a4JKa000000kSGsMAM,35,5
a4JKa000000kSGtMAM,5,35
a4JKa000000kSGuMAM,20,20
a4JKa000000kSGvMAM,25,15
a4JKa000000kSGwMAM,35,5
a4JKa000000kSGxMAM,20,20
a4JKa000000kSGyMAM,35,5
a4JKa000000kSGzMAM,35,5
a4JKa000000kSH0MAM,35,5
a4JKa000000kSH1MAM,10,30
a4JKa000000kSH2MAM,15,25
a4JKa000000kSH3MAM,5,35
a4JKa000000kSH4MAM,30,10
a4JKa000000kSH5MAM,25,15
a4JKa000000kSH6MAM,10,30
a4JKa000000kSH7MAM,30,10
a4JKa000000kSH8MAM,35,5
a4JKa000000kSH9MAM,15,25
a4JKa000000kSHAMA2,30,10
a4JKa000000kSHBMA2,15,25
a4JKa000000kSHCMA2,5,35
a4JKa000000kSHDMA2,10,30
a4JKa000000kSHEMA2,20,20
a4JKa000000kSHFMA2,30,10
a4JKa000000kSHGMA2,35,5
a4JKa000000kSHHMA2,5,35
a4JKa000000kSHIMA2,30,10
